Date,Department,Category,CustomerCode,Price,Quantity,Revenue
2014-02-19,Entrees,Beef and Broccoli,C4511224HO8,19.0,8.0,152.0
2014-06-02,Kabobs,Chicken,CWM11331L8O,33.0,10.0,330.0
2015-05-28,Sides,Yogurt,CWM11331L8O,12.0,7.0,84.0
2016-06-01,Entrees,Beef and Broccoli,CWM11331L8O,30.0,13.0,390.0
2014-04-03,Kabobs,Chicken,CWM11331L8O,33.0,14.0,462.0
2015-09-17,Entrees,Lamb Chops,CWM11331L8O,30.0,3.0,90.0
2014-08-09,Kabobs,Chicken,CWM11331L8O,33.0,12.0,396.0
2015-01-12,Kabobs,Chicken,CWM11331L8O,33.0,15.0,495.0
2016-09-24,Kabobs,Chicken,CXQ9259761,33.0,12.0,396.0
2016-01-13,Kabobs,Chicken,CW482710RG,33.0,7.0,231.0
2015-04-22,Sides,Yogurt,CDE6814FKP,12.0,13.0,156.0
2015-02-17,Sides,Rice,CTO11576S2J,9.0,8.0,72.0
2014-06-18,Kabobs,Beef,CWM11331L8O,25.0,20.0,500.0
2016-09-13,Sides,Rice,CWM11331L8O,9.0,5.0,45.0
2017-01-08,Entrees,Lamb Chops,CBV8751C5F,30.0,18.0,540.0
2015-10-12,Entrees,Lamb Chops,CWM11331L8O,32.0,13.0,416.0
2015-08-16,Kabobs,Beef,CWM11331L8O,25.0,5.0,125.0
2014-01-23,Kabobs,Beef,CWM11331L8O,25.0,3.0,75.0
2014-05-15,Kabobs,Chicken,CWM11331L8O,33.0,17.0,561.0
2015-05-07,Kabobs,Beef,CWM11331L8O,25.0,11.0,275.0
2014-06-24,Sides,Yogurt,CWM11331L8O,12.0,5.0,60.0
2014-06-25,Kabobs,Chicken,CWM11331L8O,33.0,11.0,363.0
2015-03-23,Kabobs,Lamb,CWM11331L8O,28.0,15.0,420.0
2015-04-04,Kabobs,Chicken,CWM11331L8O,33.0,19.0,627.0
2014-01-23,Sides,Chips,C5S2764T7R,8.0,18.0,144.0
2014-06-11,Sides,Rice,CWM11331L8O,9.0,16.0,144.0
2014-01-15,Kabobs,Lamb,CWM11331L8O,28.0,20.0,560.0
2014-08-31,Kabobs,Chicken,CWM11331L8O,33.0,7.0,231.0
2014-04-14,Kabobs,Chicken,CWM11331L8O,33.0,19.0,627.0
2016-04-12,Sides,Rice,CWM11331L8O,9.0,12.0,108.0
2015-05-28,Kabobs,Chicken,CWM11331L8O,33.0,22.0,726.0
2014-11-06,Sides,Rice,CWM11331L8O,9.0,5.0,45.0
2014-06-15,Sides,Roll,CWM11331L8O,5.0,19.0,95.0
2014-01-26,Sides,Rice,CWM11331L8O,9.0,6.0,54.0
2014-06-18,Kabobs,Chicken,CWM11331L8O,33.0,4.0,132.0
2014-03-31,Entrees,Beef and Broccoli,CWM11331L8O,19.0,4.0,76.0
2015-07-27,Sides,Roll,CWM11331L8O,5.0,12.0,60.0
2016-12-27,Entrees,Beef and Broccoli,CWM11331L8O,28.0,9.0,252.0
2017-01-18,Sides,Yogurt,CKV1066954L,12.0,12.0,144.0
2015-04-19,Sides,Rice,CWM11331L8O,9.0,5.0,45.0
2014-06-26,Kabobs,Beef,CWM11331L8O,25.0,12.0,300.0
2016-12-01,Kabobs,Chicken,CWM11331L8O,33.0,7.0,231.0
2015-05-12,Kabobs,Chicken,CWM11331L8O,33.0,7.0,231.0
2014-09-20,Kabobs,Beef,CWM11331L8O,25.0,8.0,200.0
2014-11-23,Kabobs,Beef,CWU5791L20,25.0,3.0,75.0
2015-07-21,Sides,Roll,CWM11331L8O,5.0,13.0,65.0
2015-01-13,Kabobs,Chicken,CWM11331L8O,33.0,11.0,363.0
2017-03-30,Entrees,Lamb Chops,CY011078Y9R,32.0,9.0,288.0
2017-02-13,Sides,Yogurt,CWM11331L8O,12.0,10.0,120.0
2015-06-10,Entrees,Beef and Broccoli,CWM11331L8O,29.0,3.0,87.0
2015-07-04,Kabobs,Chicken,CWM11331L8O,33.0,16.0,528.0
2014-06-02,Sides,Yogurt,CXY4209N6U,12.0,9.0,108.0
2015-11-29,Kabobs,Chicken,CWM11331L8O,33.0,6.0,198.0
2015-10-08,Kabobs,Chicken,CWM11331L8O,33.0,9.0,297.0
2014-06-11,Sides,Rice,CWM11331L8O,9.0,16.0,144.0
2014-11-06,Sides,Rice,CWM11331L8O,9.0,9.0,81.0
2015-03-02,Sides,Yogurt,CWM11331L8O,12.0,5.0,60.0
2015-07-04,Kabobs,Chicken,CWM11331L8O,33.0,9.0,297.0
2014-02-06,Sides,Yogurt,CWM11331L8O,12.0,15.0,180.0
2016-08-31,Entrees,Lamb Chops,CWM11331L8O,15.0,11.0,165.0
2014-10-15,Entrees,Lamb Chops,CWM11331L8O,30.0,12.0,360.0
2014-09-30,Entrees,Lamb Chops,CMG53101OX,38.0,13.0,494.0
2016-05-31,Kabobs,Beef,CWM11331L8O,28.0,2.0,56.0
2015-08-10,Sides,Rice,CWM11331L8O,9.0,9.0,81.0
2016-02-25,Entrees,Lamb Chops,CSQ8651A1V,28.0,15.0,420.0
2014-06-07,Sides,Yogurt,CWM11331L8O,12.0,8.0,96.0
2015-08-13,Kabobs,Beef,CWM11331L8O,25.0,13.0,325.0
2016-07-16,Sides,Rice,CWM11331L8O,9.0,17.0,153.0
2014-10-09,Sides,Rice,CWM11331L8O,9.0,8.0,72.0
2015-03-25,Kabobs,Chicken,CWM11331L8O,33.0,12.0,396.0
2016-10-20,Sides,Rice,CWM11331L8O,9.0,9.0,81.0
2016-02-10,Kabobs,Chicken,CWM11331L8O,33.0,9.0,297.0
2016-11-03,Entrees,Beef and Broccoli,CWM11331L8O,28.0,4.0,112.0
2014-02-05,Kabobs,Chicken,CWM11331L8O,33.0,10.0,330.0
2014-01-08,Kabobs,Chicken,CWM11331L8O,33.0,12.0,396.0
2014-09-07,Kabobs,Chicken,CWM11331L8O,33.0,3.0,99.0
2014-01-18,Entrees,Beef and Broccoli,CWM11331L8O,43.0,10.0,430.0
2015-05-21,Kabobs,Chicken,CWM11331L8O,33.0,10.0,330.0
2016-08-07,Sides,Yogurt,CWM11331L8O,12.0,18.0,216.0
2015-02-09,Sides,Yogurt,CWM11331L8O,12.0,18.0,216.0
2014-10-15,Kabobs,Chicken,CWM11331L8O,33.0,15.0,495.0
2016-03-30,Kabobs,Beef,CWM11331L8O,25.0,3.0,75.0
2014-11-03,Kabobs,Beef,CWM11331L8O,25.0,13.0,325.0
2014-09-01,Entrees,Beef and Broccoli,CWM11331L8O,27.0,9.0,243.0
2017-02-05,Sides,Yogurt,CWM11331L8O,12.0,10.0,120.0
2014-08-26,Kabobs,Beef,CWM11331L8O,25.0,18.0,450.0
2016-10-05,Kabobs,Chicken,CWM11331L8O,33.0,14.0,462.0
2015-03-07,Sides,Rice,CWM11331L8O,9.0,13.0,117.0
2014-08-13,Kabobs,Beef,CWM11331L8O,25.0,2.0,50.0
2015-04-23,Kabobs,Lamb,CQK6855LM5,28.0,1.0,28.0
2015-01-22,Entrees,Beef and Broccoli,CWM11331L8O,26.0,3.0,78.0
2016-01-07,Entrees,Beef and Broccoli,CWM11331L8O,19.0,11.0,209.0
2014-07-19,Sides,Rice,CWM11331L8O,9.0,16.0,144.0
2014-07-03,Kabobs,Chicken,CWM11331L8O,33.0,7.0,231.0
2016-01-04,Sides,Yogurt,CWM11331L8O,12.0,8.0,96.0
2014-04-12,Sides,Yogurt,CIW3630KQR,12.0,4.0,48.0
2017-03-29,Kabobs,Beef,CWM11331L8O,28.0,21.0,588.0
2014-11-02,Kabobs,Beef,CWM11331L8O,25.0,19.0,475.0
2014-01-07,Kabobs,Chicken,CWM11331L8O,33.0,13.0,429.0
2015-10-07,Kabobs,Chicken,CWM11331L8O,33.0,2.0,66.0
2015-09-03,Sides,Yogurt,CWM11331L8O,12.0,6.0,72.0
2016-05-18,Kabobs,Beef,CWM11331L8O,28.0,11.0,308.0
2017-03-02,Sides,Yogurt,CWM11331L8O,12.0,17.0,204.0
2016-05-25,Sides,Rice,CWM11331L8O,9.0,6.0,54.0
2015-05-21,Sides,Yogurt,CWM11331L8O,12.0,11.0,132.0
2014-08-06,Kabobs,Beef,CWM11331L8O,25.0,10.0,250.0
2014-05-17,Sides,Rice,CWM11331L8O,9.0,10.0,90.0
2017-03-20,Kabobs,Chicken,CWM11331L8O,33.0,15.0,495.0
2015-03-05,Kabobs,Chicken,CWM11331L8O,33.0,20.0,660.0
2015-04-21,Kabobs,Lamb,CWM11331L8O,28.0,14.0,392.0
2014-03-22,Kabobs,Beef,CWM11331L8O,25.0,6.0,150.0
2014-07-31,Kabobs,Chicken,CWM11331L8O,33.0,16.0,528.0
2014-06-29,Entrees,Lamb Chops,CWM11331L8O,20.0,15.0,300.0
2014-04-28,Kabobs,Chicken,CWM11331L8O,33.0,11.0,363.0
2014-05-24,Sides,Yogurt,CWM11331L8O,12.0,16.0,192.0
2014-02-08,Sides,Rice,CWM11331L8O,9.0,5.0,45.0
2016-04-30,Kabobs,Chicken,CWM11331L8O,33.0,17.0,561.0
2016-10-13,Kabobs,Chicken,CWM11331L8O,33.0,8.0,264.0
2017-02-12,Kabobs,Pork,CWM11331L8O,29.0,7.0,203.0
2016-11-09,Sides,Yogurt,C7W5619IPN,12.0,18.0,216.0
2016-09-22,Kabobs,Chicken,CWM11331L8O,33.0,12.0,396.0
2016-03-21,Entrees,Lamb Chops,CWM11331L8O,10.0,8.0,80.0
2015-03-03,Sides,Yogurt,CWM11331L8O,12.0,9.0,108.0
2017-01-05,Kabobs,Beef,CWM11331L8O,28.0,4.0,112.0
2016-09-03,Sides,Roll,CWM11331L8O,5.0,15.0,75.0
2014-07-06,Kabobs,Chicken,CQX4550484,33.0,10.0,330.0
2014-09-04,Kabobs,Beef,CWM11331L8O,25.0,17.0,425.0
2016-04-03,Kabobs,Beef,CWM11331L8O,25.0,16.0,400.0
2016-09-03,Kabobs,Chicken,CWM11331L8O,33.0,16.0,528.0
2016-09-07,Sides,Rice,CWM11331L8O,9.0,17.0,153.0
2014-07-03,Kabobs,Chicken,CWM11331L8O,33.0,4.0,132.0
2015-02-02,Sides,Rice,CWM11331L8O,9.0,13.0,117.0
2016-11-03,Sides,Rice,CWM11331L8O,9.0,17.0,153.0
2015-04-23,Entrees,Beef and Broccoli,CWM11331L8O,26.0,10.0,260.0
2014-09-08,Sides,Yogurt,CWM11331L8O,12.0,10.0,120.0
2015-06-14,Sides,Yogurt,CLU7333KJC,12.0,6.0,72.0
2015-09-09,Sides,Yogurt,CWM11331L8O,12.0,9.0,108.0
2014-09-24,Kabobs,Beef,CWM11331L8O,25.0,12.0,300.0
2014-09-09,Kabobs,Chicken,CWM11331L8O,33.0,3.0,99.0
2016-01-07,Kabobs,Beef,CWM11331L8O,25.0,19.0,475.0
2016-08-16,Sides,Rice,CWM11331L8O,9.0,16.0,144.0
2017-02-19,Kabobs,Chicken,CWM11331L8O,33.0,6.0,198.0
2014-05-05,Kabobs,Chicken,CWM11331L8O,33.0,12.0,396.0
2015-04-22,Kabobs,Lamb,CWM11331L8O,28.0,15.0,420.0
2014-10-29,Kabobs,Chicken,CWM11331L8O,33.0,3.0,99.0
2015-09-02,Kabobs,Beef,CWM11331L8O,25.0,3.0,75.0
2016-07-17,Sides,Yogurt,CWM11331L8O,12.0,12.0,144.0
2015-05-26,Kabobs,Beef,C8W44024VT,25.0,12.0,300.0
2015-05-02,Entrees,Lamb Chops,CWM11331L8O,18.0,14.0,252.0
2017-01-26,Kabobs,Chicken,CWM11331L8O,33.0,3.0,99.0
2015-01-14,Entrees,Lamb Chops,CWM11331L8O,22.0,17.0,374.0
2016-05-11,Kabobs,Lamb,CWM11331L8O,28.0,7.0,196.0
2015-11-03,Entrees,Beef and Broccoli,CWM11331L8O,28.0,11.0,308.0
2014-11-19,Sides,Rice,CWM11331L8O,9.0,14.0,126.0
2014-08-26,Sides,Yogurt,CWM11331L8O,12.0,4.0,48.0
2016-11-12,Kabobs,Beef,CWM11331L8O,28.0,14.0,392.0
2014-04-24,Kabobs,Chicken,CWM11331L8O,33.0,10.0,330.0
2014-02-20,Kabobs,Chicken,CWM11331L8O,33.0,19.0,627.0
2016-11-10,Entrees,Beef and Broccoli,CWM11331L8O,28.0,11.0,308.0
2016-05-14,Kabobs,Lamb,CWM11331L8O,28.0,5.0,140.0
2014-06-11,Entrees,Beef and Broccoli,CWM11331L8O,27.0,12.0,324.0
2016-05-05,Sides,Yogurt,CWM11331L8O,12.0,10.0,120.0
2015-09-30,Sides,Yogurt,CWM11331L8O,12.0,6.0,72.0
2015-11-16,Kabobs,Chicken,CWM11331L8O,33.0,14.0,462.0
2014-10-19,Sides,Yogurt,COX11338JMQ,12.0,7.0,84.0
2015-03-17,Kabobs,Chicken,CWM11331L8O,33.0,2.0,66.0
2014-06-21,Sides,Yogurt,CMF3141QXX,12.0,13.0,156.0
2016-05-07,Kabobs,Chicken,CWM11331L8O,33.0,6.0,198.0
2016-12-28,Sides,Rice,CWM11331L8O,9.0,15.0,135.0
2016-06-05,Sides,Yogurt,CWM11331L8O,12.0,6.0,72.0
2014-06-16,Kabobs,Beef,CWM11331L8O,25.0,21.0,525.0
2016-12-27,Sides,Roll,CWM11331L8O,5.0,15.0,75.0
2014-11-10,Kabobs,Beef,CWM11331L8O,25.0,11.0,275.0
2015-04-12,Entrees,Beef and Broccoli,C9T2814SMI,29.0,23.0,667.0
2017-01-05,Entrees,Lamb Chops,CWM11331L8O,19.0,21.0,399.0
2014-10-09,Kabobs,Beef,CWM11331L8O,25.0,1.0,25.0
2015-07-09,Entrees,Lamb Chops,CWM11331L8O,32.0,12.0,384.0
2014-06-18,Kabobs,Beef,CWM11331L8O,25.0,15.0,375.0
2016-02-22,Sides,Roll,CWM11331L8O,5.0,8.0,40.0
2014-06-03,Kabobs,Lamb,CWM11331L8O,28.0,15.0,420.0
2014-09-22,Kabobs,Chicken,CWM11331L8O,33.0,12.0,396.0
2014-05-04,Kabobs,Chicken,CWM11331L8O,33.0,14.0,462.0
2014-01-19,Sides,Yogurt,CWM11331L8O,12.0,14.0,168.0
2014-07-24,Sides,Chips,CWM11331L8O,8.0,2.0,16.0
2016-04-26,Kabobs,Lamb,CWM11331L8O,28.0,11.0,308.0
2015-11-05,Sides,Roll,CWM11331L8O,5.0,13.0,65.0
2016-11-03,Sides,Rice,CB610267ATV,9.0,22.0,198.0
2015-02-09,Entrees,Lamb Chops,CWM11331L8O,14.0,11.0,154.0
2016-05-03,Sides,Roll,CWM11331L8O,5.0,14.0,70.0
2015-06-02,Sides,Yogurt,CWM11331L8O,12.0,6.0,72.0
2015-12-06,Kabobs,Lamb,CWM11331L8O,28.0,7.0,196.0
2015-10-17,Entrees,Lamb Chops,CWM11331L8O,20.0,14.0,280.0
2016-04-12,Sides,Yogurt,CWM11331L8O,12.0,14.0,168.0
2015-06-03,Kabobs,Beef,CWM11331L8O,25.0,11.0,275.0
2016-04-04,Kabobs,Chicken,CWM11331L8O,33.0,14.0,462.0
2016-09-19,Kabobs,Beef,CWM11331L8O,28.0,10.0,280.0
2015-11-10,Sides,Rice,CWM11331L8O,9.0,15.0,135.0
2015-06-14,Sides,Yogurt,CWM11331L8O,12.0,12.0,144.0
2015-05-10,Kabobs,Pork,CWM11331L8O,28.0,15.0,420.0
2014-02-03,Entrees,Beef and Broccoli,CWM11331L8O,16.0,17.0,272.0
2014-07-19,Sides,Rice,CBO46814I1,9.0,17.0,153.0
2014-05-27,Sides,Yogurt,CWM11331L8O,12.0,15.0,180.0
2015-10-05,Kabobs,Chicken,CWM11331L8O,33.0,14.0,462.0
2014-11-26,Entrees,Beef and Broccoli,CWM11331L8O,30.0,11.0,330.0
2016-09-08,Kabobs,Chicken,CWM11331L8O,33.0,14.0,462.0
2015-12-31,Sides,Rice,CWM11331L8O,9.0,6.0,54.0
2014-07-05,Sides,Yogurt,CWM11331L8O,12.0,11.0,132.0
2016-03-02,Kabobs,Lamb,CWM11331L8O,28.0,11.0,308.0
2016-01-06,Sides,Rice,CWM11331L8O,9.0,3.0,27.0
2014-04-28,Sides,Rice,CLZ3779J6V,9.0,8.0,72.0
2015-08-24,Kabobs,Chicken,CWM11331L8O,33.0,5.0,165.0
2017-03-15,Kabobs,Beef,CWM11331L8O,28.0,2.0,56.0
2015-06-21,Kabobs,Beef,CWM11331L8O,25.0,15.0,375.0
2014-02-05,Sides,Yogurt,CWM11331L8O,12.0,5.0,60.0
2014-05-01,Entrees,Lamb Chops,CWM11331L8O,32.0,11.0,352.0
2015-08-27,Entrees,Beef and Broccoli,CWM11331L8O,28.0,9.0,252.0
2015-07-18,Kabobs,Chicken,CWM11331L8O,33.0,5.0,165.0
2016-07-10,Sides,Yogurt,CWM11331L8O,12.0,4.0,48.0
2015-05-04,Sides,Rice,CGU6942B1Y,9.0,12.0,108.0
2015-07-15,Kabobs,Beef,CWM11331L8O,25.0,16.0,400.0
2015-02-21,Kabobs,Chicken,CWM11331L8O,33.0,14.0,462.0
2016-07-09,Entrees,Beef and Broccoli,CWM11331L8O,17.0,3.0,51.0
2015-02-11,Kabobs,Beef,CWM11331L8O,25.0,18.0,450.0
2016-01-31,Sides,Yogurt,CWM11331L8O,12.0,17.0,204.0
2015-07-27,Sides,Yogurt,C6W76407U3,12.0,13.0,156.0
2016-09-12,Kabobs,Beef,CWM11331L8O,28.0,13.0,364.0
2016-11-02,Kabobs,Beef,CWM11331L8O,28.0,5.0,140.0
2014-12-24,Kabobs,Beef,CWM11331L8O,25.0,15.0,375.0
2014-01-12,Kabobs,Chicken,CWM11331L8O,33.0,15.0,495.0
2016-11-09,Entrees,Lamb Chops,CWM11331L8O,23.0,20.0,460.0
2015-04-28,Sides,Rice,CWM11331L8O,9.0,21.0,189.0
2014-10-28,Sides,Yogurt,CWM11331L8O,12.0,10.0,120.0
2015-04-01,Sides,Roll,CWM11331L8O,5.0,9.0,45.0
2016-07-02,Sides,Yogurt,CWM11331L8O,12.0,9.0,108.0
2014-12-20,Sides,Rice,CWM11331L8O,9.0,10.0,90.0
2016-06-29,Entrees,Lamb Chops,CWM11331L8O,15.0,8.0,120.0
2016-02-18,Sides,Rice,CWM11331L8O,9.0,19.0,171.0
2014-02-08,Kabobs,Chicken,CWM11331L8O,33.0,5.0,165.0
2014-04-23,Entrees,Beef and Broccoli,CWM11331L8O,10.0,13.0,130.0
2014-02-09,Kabobs,Beef,CWM11331L8O,25.0,13.0,325.0
2015-03-22,Sides,Rice,CWM11331L8O,9.0,6.0,54.0
2015-10-25,Kabobs,Lamb,CWM11331L8O,28.0,2.0,56.0
2016-09-01,Kabobs,Beef,CWM11331L8O,28.0,14.0,392.0
2015-06-06,Sides,Yogurt,CWM11331L8O,12.0,10.0,120.0
2016-05-19,Kabobs,Beef,CWM11331L8O,28.0,16.0,448.0
2016-04-07,Kabobs,Beef,CWM11331L8O,25.0,8.0,200.0
2015-04-09,Entrees,Beef and Broccoli,CWM11331L8O,26.0,12.0,312.0
2015-01-06,Entrees,Lamb Chops,CWM11331L8O,18.0,18.0,324.0
2014-05-01,Sides,Rice,CWM11331L8O,9.0,11.0,99.0
2014-02-25,Entrees,Beef and Broccoli,C433117362,16.0,8.0,128.0
2015-09-01,Kabobs,Beef,CWM11331L8O,25.0,7.0,175.0
2015-04-14,Sides,Rice,CWM11331L8O,9.0,9.0,81.0
2014-10-18,Kabobs,Chicken,CWM11331L8O,33.0,15.0,495.0
2016-07-27,Sides,Yogurt,CWM11331L8O,12.0,6.0,72.0
2016-01-28,Sides,Yogurt,CWM11331L8O,12.0,6.0,72.0
2016-09-14,Kabobs,Chicken,CWM11331L8O,33.0,15.0,495.0
2017-02-04,Sides,Yogurt,CJ33872EHJ,12.0,11.0,132.0
2014-05-26,Kabobs,Beef,CWM11331L8O,25.0,15.0,375.0
2015-04-13,Entrees,Lamb Chops,CWM11331L8O,33.0,7.0,231.0
2015-11-26,Sides,Yogurt,CQK8422H02,12.0,3.0,36.0
2015-07-06,Kabobs,Beef,CKF7492BYO,25.0,9.0,225.0
2016-07-20,Kabobs,Lamb,CWM11331L8O,28.0,15.0,420.0
2016-03-14,Kabobs,Beef,CWM11331L8O,25.0,3.0,75.0
2014-07-23,Sides,Yogurt,CWM11331L8O,12.0,7.0,84.0
2015-11-04,Kabobs,Beef,CWM11331L8O,25.0,15.0,375.0
2015-12-23,Entrees,Lamb Chops,CWM11331L8O,19.0,9.0,171.0
2014-05-08,Kabobs,Chicken,C033899PHK,33.0,13.0,429.0
2014-06-28,Kabobs,Beef,CWM11331L8O,25.0,11.0,275.0
2014-05-24,Kabobs,Lamb,CWM11331L8O,28.0,10.0,280.0
2014-06-26,Kabobs,Beef,CWM11331L8O,25.0,3.0,75.0
2014-07-26,Kabobs,Beef,CWM11331L8O,25.0,5.0,125.0
2014-07-24,Kabobs,Beef,CWM11331L8O,25.0,12.0,300.0
2014-11-23,Kabobs,Chicken,CWM11331L8O,33.0,1.0,33.0
2016-07-13,Sides,Rice,CWM11331L8O,9.0,10.0,90.0
2016-02-13,Kabobs,Chicken,CWM11331L8O,33.0,14.0,462.0
2014-06-09,Kabobs,Lamb,CWM11331L8O,28.0,14.0,392.0
2014-07-05,Kabobs,Chicken,CWM11331L8O,33.0,13.0,429.0
2015-04-16,Entrees,Lamb Chops,CWM11331L8O,30.0,4.0,120.0
2017-02-01,Sides,Yogurt,CWM11331L8O,12.0,4.0,48.0
2015-02-03,Kabobs,Chicken,CWM11331L8O,33.0,16.0,528.0
2016-08-15,Kabobs,Beef,CWM11331L8O,28.0,8.0,224.0
2014-06-03,Kabobs,Chicken,CWM11331L8O,33.0,16.0,528.0
2016-07-16,Kabobs,Lamb,CWM11331L8O,28.0,7.0,196.0
2014-12-04,Kabobs,Chicken,CWM11331L8O,33.0,8.0,264.0
2014-05-17,Kabobs,Chicken,CWM11331L8O,33.0,8.0,264.0
2014-12-13,Sides,Rice,CWM11331L8O,9.0,10.0,90.0
2015-08-09,Entrees,Beef and Broccoli,CWM11331L8O,26.0,20.0,520.0
2017-03-29,Kabobs,Chicken,CWM11331L8O,33.0,10.0,330.0
2015-10-18,Kabobs,Chicken,CWM11331L8O,33.0,9.0,297.0
2014-11-04,Sides,Yogurt,CWM11331L8O,12.0,5.0,60.0
2016-01-26,Kabobs,Chicken,CWM11331L8O,33.0,6.0,198.0
2017-02-04,Kabobs,Lamb,CWM11331L8O,30.0,8.0,240.0
2014-03-27,Kabobs,Chicken,CWM11331L8O,33.0,10.0,330.0
2017-03-27,Kabobs,Lamb,CKH9354WBF,30.0,14.0,420.0
2016-03-24,Entrees,Beef and Broccoli,CWM11331L8O,28.0,11.0,308.0
2016-03-16,Kabobs,Beef,CWM11331L8O,25.0,13.0,325.0
2016-04-19,Kabobs,Beef,CWM11331L8O,28.0,18.0,504.0
2015-10-10,Sides,Yogurt,CWM11331L8O,12.0,13.0,156.0
2014-08-27,Kabobs,Chicken,CWM11331L8O,33.0,5.0,165.0
2015-05-28,Entrees,Beef and Broccoli,CWM11331L8O,26.0,12.0,312.0
2015-12-24,Kabobs,Chicken,CWM11331L8O,33.0,11.0,363.0
2014-06-18,Sides,Rice,CWM11331L8O,9.0,10.0,90.0
2016-02-13,Kabobs,Chicken,CWM11331L8O,33.0,13.0,429.0
2016-09-22,Kabobs,Chicken,CWM11331L8O,33.0,14.0,462.0
2014-06-08,Sides,Rice,CWM11331L8O,9.0,14.0,126.0
2014-10-16,Kabobs,Lamb,CWM11331L8O,28.0,19.0,532.0
2016-05-11,Sides,Yogurt,CWM11331L8O,12.0,11.0,132.0
2014-02-05,Sides,Yogurt,CWM11331L8O,12.0,5.0,60.0
2014-05-03,Kabobs,Chicken,CWM11331L8O,33.0,18.0,594.0
2014-03-26,Kabobs,Beef,CWM11331L8O,25.0,12.0,300.0
2015-09-27,Kabobs,Beef,CWM11331L8O,25.0,4.0,100.0
2015-02-25,Sides,Yogurt,CWM11331L8O,12.0,1.0,12.0
2014-03-12,Kabobs,Chicken,CWM11331L8O,33.0,2.0,66.0
2015-09-10,Sides,Rice,CWM11331L8O,9.0,8.0,72.0
2015-07-27,Kabobs,Beef,CWM11331L8O,25.0,20.0,500.0
2014-10-11,Sides,Yogurt,CWM11331L8O,12.0,11.0,132.0
2015-08-29,Kabobs,Chicken,CWM11331L8O,33.0,11.0,363.0
2014-04-03,Kabobs,Chicken,CWM11331L8O,33.0,2.0,66.0
2015-03-21,Entrees,Lamb Chops,CWM11331L8O,15.0,20.0,300.0
2014-11-10,Kabobs,Chicken,CWM11331L8O,33.0,13.0,429.0
2017-02-08,Kabobs,Beef,CWM11331L8O,28.0,9.0,252.0
2016-09-06,Entrees,Beef and Broccoli,CWM11331L8O,28.0,14.0,392.0
2014-08-18,Entrees,Beef and Broccoli,CWM11331L8O,48.0,10.0,480.0
2015-10-18,Kabobs,Beef,CWM11331L8O,25.0,15.0,375.0
2015-08-25,Kabobs,Beef,CWM11331L8O,25.0,20.0,500.0
2014-03-04,Sides,Chips,CXY3235XGD,8.0,13.0,104.0
2016-09-10,Entrees,Lamb Chops,CWM11331L8O,28.0,13.0,364.0
2015-06-30,Sides,Yogurt,CWM11331L8O,12.0,11.0,132.0
2015-10-06,Sides,Yogurt,CWM11331L8O,12.0,4.0,48.0
2015-02-16,Kabobs,Chicken,CTL6350798,33.0,5.0,165.0
2016-08-16,Sides,Rice,CWM11331L8O,9.0,2.0,18.0
2016-11-03,Sides,Roll,CWM11331L8O,5.0,11.0,55.0
2016-04-27,Sides,Yogurt,CWM11331L8O,12.0,4.0,48.0
2014-07-16,Kabobs,Chicken,CWM11331L8O,33.0,16.0,528.0
2014-10-16,Entrees,Beef and Broccoli,CWM11331L8O,27.0,10.0,270.0
2014-12-07,Kabobs,Lamb,CWM11331L8O,28.0,10.0,280.0
2014-08-06,Kabobs,Beef,CWM11331L8O,25.0,15.0,375.0
2014-11-06,Kabobs,Beef,CWM11331L8O,25.0,17.0,425.0
2014-06-22,Kabobs,Chicken,CWM11331L8O,33.0,16.0,528.0
2015-11-30,Entrees,Lamb Chops,CWM11331L8O,32.0,15.0,480.0
2014-10-23,Sides,Roll,CWM11331L8O,5.0,16.0,80.0
2016-03-01,Entrees,Lamb Chops,CJ04273UTK,17.0,7.0,119.0
2015-03-25,Kabobs,Chicken,CWM11331L8O,33.0,15.0,495.0
2015-04-08,Kabobs,Chicken,CWM11331L8O,33.0,6.0,198.0
2015-10-01,Sides,Yogurt,CWM11331L8O,12.0,11.0,132.0
2015-09-13,Kabobs,Beef,CWM11331L8O,25.0,7.0,175.0
2014-10-06,Sides,Yogurt,CWM11331L8O,12.0,14.0,168.0
2016-12-15,Kabobs,Beef,CV24873KMF,28.0,21.0,588.0
2014-11-22,Kabobs,Chicken,CCA57420YI,33.0,11.0,363.0
2016-01-19,Sides,Yogurt,CGV86767CL,12.0,17.0,204.0
2015-10-08,Sides,Yogurt,CWM11331L8O,12.0,10.0,120.0
2014-03-04,Kabobs,Beef,CWM11331L8O,25.0,16.0,400.0
2016-11-12,Sides,Rice,CWM11331L8O,9.0,12.0,108.0
2015-09-03,Sides,Chips,CWM11331L8O,8.0,7.0,56.0
2015-02-26,Kabobs,Chicken,CWM11331L8O,33.0,5.0,165.0
2015-06-22,Sides,Yogurt,CWM11331L8O,12.0,8.0,96.0
2014-01-22,Sides,Rice,CWM11331L8O,9.0,9.0,81.0
2015-02-01,Sides,Yogurt,CHZ6249B3X,12.0,12.0,144.0
2015-04-07,Sides,Yogurt,CWM11331L8O,12.0,13.0,156.0
2015-02-21,Entrees,Beef and Broccoli,CWM11331L8O,27.0,2.0,54.0
2014-06-28,Sides,Yogurt,CWM11331L8O,12.0,11.0,132.0
2015-06-27,Entrees,Lamb Chops,CLQ5787RXS,28.0,10.0,280.0
